测试类型,文件,编号,推荐分,特征标签,回放链接,json绝对地址,数据目录,类型,总赢,倍率,请求数,掉落次数,补牌总数,消除位置总数,wp中奖位置总数,wild总数(可见盘面),单次最大wild数(可见盘面),是否免费旋转,免费送胡,是否金色百搭,中奖线,Scatter,起始SID,结束SID,spinId,起始余额,结束余额,为什么要测
连消/掉落,420.json,420,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=420,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/420.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,512.00,12.80,4,3,20,22,23,2,1,否,否,是,2,0,702688,702692,9951779694532370,9471514.0,9471986.0,4段连消/续转 / 金色符号/百搭转换
连消/掉落,747.json,747,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=747,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/747.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,496.00,12.40,3,2,13,14,14,1,1,否,否,是,1,0,703746,703749,4001779695308649,9466058.0,9466514.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,527.json,527,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=527,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/527.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,488.00,12.20,3,2,13,13,13,0,0,否,否,是,1,1,702944,702950,3091779694719119,9469070.0,9469518.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,685.json,685,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=685,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/685.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,468.00,11.70,6,5,29,30,31,1,1,否,否,是,2,1,703493,703502,6271779695122168,9466078.0,9466506.0,6段连消/续转 / 金色符号/百搭转换
连消/掉落,969.json,969,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=969,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/969.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,416.00,10.40,4,3,15,16,16,1,1,否,否,是,1,0,704353,704358,4221779695741149,9465296.0,9465672.0,4段连消/续转 / 金色符号/百搭转换
连消/掉落,098.json,98,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=98,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/098.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,336.00,8.40,5,4,19,20,21,1,1,否,否,是,2,0,700776,700780,7111779692507739,9474756.0,9475052.0,5段连消/续转 / 金色符号/百搭转换
连消/掉落,578.json,578,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=578,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/578.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,320.00,8.00,2,1,9,9,9,0,0,否,否,是,1,1,703097,703099,5711779694803218,9468064.0,9468344.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,458.json,458,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=458,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/458.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,300.00,7.50,4,3,19,21,23,2,1,否,否,是,2,0,702750,702754,5631779694596853,9470790.0,9471050.0,4段连消/续转 / 金色符号/百搭转换
连消/掉落,313.json,313,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=313,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/313.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,288.00,7.20,4,3,16,17,17,1,1,否,否,是,1,0,702292,702300,8251779694111306,9472650.0,9472898.0,4段连消/续转 / 金色符号/百搭转换
连消/掉落,743.json,743,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=743,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/743.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,240.00,6.00,3,2,14,14,14,0,0,否,否,是,1,1,703737,703740,5451779695299149,9465978.0,9466178.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,107.json,107,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=107,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/107.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,240.00,6.00,2,1,9,9,9,0,0,否,否,是,1,0,700799,700800,1541779692531176,9474964.0,9475164.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,946.json,946,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=946,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/946.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,240.00,6.00,2,1,9,9,9,0,0,否,否,是,1,1,704276,704279,6021779695685033,9465064.0,9465264.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,740.json,740,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=740,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/740.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,218.00,5.45,3,2,12,14,16,2,2,否,否,是,2,0,703724,703726,9361779695287785,9465784.0,9465962.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,179.json,179,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=179,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/179.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,208.00,5.20,3,2,10,11,11,1,1,否,否,是,1,2,701070,701073,2391779692712043,9473260.0,9473428.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,716.json,716,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=716,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/716.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,208.00,5.20,3,2,14,15,16,1,1,否,否,是,2,0,703599,703602,7211779695183935,9465734.0,9465902.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,304.json,304,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=304,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/304.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,192.00,4.80,3,2,15,15,15,0,0,否,否,是,2,0,702255,702259,7081779694090241,9472714.0,9472866.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,004.json,4,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=4,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/004.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,184.00,4.60,3,2,12,14,15,2,1,否,否,是,2,2,700473,700480,1211779692357406,9477812.0,9477956.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,623.json,623,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=623,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/623.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,184.00,4.60,3,2,20,21,22,1,1,否,否,是,2,0,703243,703247,6661779694886284,9466946.0,9467090.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,796.json,796,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=796,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/796.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,180.00,4.50,3,2,12,12,12,0,0,否,否,是,1,2,703862,703864,7191779695394967,9465042.0,9465182.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,709.json,709,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=709,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/709.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,176.00,4.40,4,3,11,12,12,1,1,否,否,是,1,1,703575,703583,8141779695170018,9465838.0,9465974.0,4段连消/续转 / 金色符号/百搭转换
连消/掉落,462.json,462,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=462,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/462.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,170.00,4.25,3,2,8,9,9,1,1,否,否,是,1,0,702761,702765,3841779694608221,9470938.0,9471068.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,495.json,495,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=495,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/495.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,160.00,4.00,2,1,8,8,8,0,0,否,否,是,1,1,702846,702848,9961779694665203,9470030.0,9470150.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,807.json,807,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=807,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/807.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,160.00,4.00,2,1,8,8,8,0,0,否,否,是,1,1,703889,703890,8311779695415800,9464894.0,9465014.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,165.json,165,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=165,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/165.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,156.00,3.90,4,3,12,13,13,1,1,否,否,是,1,0,701023,701031,5491779692688158,9473580.0,9473696.0,4段连消/续转 / 金色符号/百搭转换
