测试类型,文件,编号,推荐分,特征标签,回放链接,json绝对地址,数据目录,类型,总赢,倍率,请求数,掉落次数,补牌总数,消除位置总数,wp中奖位置总数,wild总数(可见盘面),单次最大wild数(可见盘面),是否免费旋转,免费送胡,是否金色百搭,中奖线,Scatter,起始SID,结束SID,spinId,起始余额,结束余额,为什么要测
免费中大奖,1135.json,1135,185,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=1135,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/1135.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Big Win,1036.00,25.90,18,17,39,50,50,11,3,是,是,是,2,3,687087,687105,1701779684117976929,910301.0,911297.0,Big Win / 18段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换
免费中大奖,969.json,969,185,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=969,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/969.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Big Win,888.00,22.20,20,19,40,52,52,12,4,是,是,是,2,3,686771,686793,5461779684065961638,908759.0,909607.0,Big Win / 20段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换
免费中大奖,4428.json,4428,185,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=4428,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/4428.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Big Win,874.00,21.85,22,21,61,79,86,18,5,是,是,是,2,3,693273,693297,9311779685166919455,910731.0,911565.0,Big Win / 22段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换
免费中大奖,2208.json,2208,185,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=2208,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/2208.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Big Win,856.00,21.40,22,21,50,60,61,10,2,是,是,是,2,3,688969,688990,5191779684444672665,907671.0,908487.0,Big Win / 22段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换
免费中大奖,4855.json,4855,185,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=4855,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/4855.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Big Win,856.00,21.40,18,17,38,53,57,15,3,是,是,是,2,3,694078,694096,4961779685297052144,903199.0,904015.0,Big Win / 18段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换
免费中大奖,5151.json,5151,185,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=5151,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/5151.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Big Win,808.00,20.20,18,17,27,40,40,13,4,是,是,是,2,3,694630,694652,7411779685387738643,901799.0,902567.0,Big Win / 18段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换
免费中大奖,2898.json,2898,185,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=2898,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/2898.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Big Win,780.00,19.50,19,18,40,52,55,12,3,是,是,是,2,3,690339,690360,4521779684696682888,916051.0,916791.0,Big Win / 19段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换
免费中大奖,6001.json,6001,185,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=6001,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/6001.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Big Win,696.00,17.40,26,25,70,91,100,21,3,是,是,是,2,3,696262,696290,8021779685627989973,898603.0,903607.0,Big Win / 26段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换
Mega Win,5458.json,5458,145,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=5458,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/5458.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Mega Win,1784.00,44.60,3,2,17,20,23,3,3,否,否,是,2,0,695246,695248,7711779685478125146,904517.0,906261.0,Mega Win / 3段连消/续转 / 金色符号/百搭转换
Big Win,3525.json,3525,150,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=3525,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/3525.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Big Win,1306.00,32.65,4,3,22,23,25,1,1,否,否,是,3,0,691562,691565,3471779684895345969,914041.0,915307.0,Big Win / 4段连消/续转 / 金色符号/百搭转换 / 多线中奖 3线
Big Win,021.json,21,150,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=21,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/021.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Big Win,1218.00,30.45,6,5,43,46,51,3,1,否,否,是,3,2,685062,685068,9541779683789655117,914931.0,916109.0,Big Win / 6段连消/续转 / 金色符号/百搭转换 / 多线中奖 3线
