测试类型,文件,编号,推荐分,特征标签,回放链接,json绝对地址,数据目录,类型,总赢,倍率,请求数,掉落次数,补牌总数,消除位置总数,wp中奖位置总数,wild总数(可见盘面),单次最大wild数(可见盘面),是否免费旋转,免费送胡,是否金色百搭,中奖线,Scatter,起始SID,结束SID,spinId,起始余额,结束余额,为什么要测
Big Win,176.json,176,135,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=176,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/176.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,Big Win,752.00,18.80,5,4,25,27,27,2,1,否,否,是,2,2,676188,676197,3021779667616692,9464316.0,9465028.0,Big Win / 5段连消/续转 / 金色符号/百搭转换
免费送胡,344.json,344,140,免费旋转 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=344,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/344.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,176.00,4.40,25,24,74,99,117,25,5,是,是,是,4,3,677027,677090,8121779669139094,9465934.0,9471234.0,25段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换 / 多线中奖 4线
免费送胡,440.json,440,140,免费旋转 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=440,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/440.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,20.00,0.50,18,17,32,45,51,13,4,是,是,是,4,3,677422,677460,4871779669697644,9473158.0,9474930.0,18段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换 / 多线中奖 4线
免费送胡,305.json,305,140,免费旋转 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=305,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/305.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,16.00,0.40,18,17,40,52,54,12,4,是,是,是,3,3,676844,676879,5701779668864678,9464640.0,9465216.0,18段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换 / 多线中奖 3线
免费送胡,959.json,959,125,免费旋转 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=959,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/959.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,284.00,7.10,18,17,31,43,44,12,4,是,是,是,2,3,679144,679171,6021779671871215,9477226.0,9477470.0,18段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换
免费送胡,205.json,205,125,免费旋转 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=205,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/205.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,236.00,5.90,16,15,26,31,31,5,2,是,是,是,2,3,676275,676296,1361779667707206,9464618.0,9464814.0,16段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换
免费送胡,103.json,103,125,免费旋转 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=103,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/103.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,32.00,0.80,26,25,72,93,95,21,4,是,是,是,2,3,676005,676060,8601779667380225,9464348.0,9466228.0,26段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换
免费送胡,958.json,958,125,免费旋转 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=958,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/958.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,24.00,0.60,19,18,41,54,55,13,3,是,是,是,2,3,679092,679143,9041779671770432,9475086.0,9477226.0,19段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换
免费送胡,272.json,272,125,免费旋转 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=272,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/272.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,8.00,0.20,12,11,3,4,4,1,1,是,是,是,1,3,676754,676773,1961779668741646,9465620.0,9465588.0,12段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换
连消/掉落,784.json,784,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=784,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/784.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,618.00,15.45,4,3,25,26,28,1,1,否,否,是,3,0,678506,678514,1331779671018494,9476284.0,9476862.0,4段连消/续转 / 金色符号/百搭转换 / 多线中奖 3线
连消/掉落,260.json,260,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=260,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/260.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,442.00,11.05,7,6,38,40,44,2,2,否,否,是,3,1,676729,676738,6011779668711063,9465618.0,9466020.0,7段连消/续转 / 金色符号/百搭转换 / 多线中奖 3线
连消/掉落,016.json,16,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=16,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/016.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,360.00,9.00,5,4,28,31,37,3,2,否,否,是,3,0,675753,675759,1321779667078693,9461752.0,9462072.0,5段连消/续转 / 金色符号/百搭转换 / 多线中奖 3线
连消/掉落,157.json,157,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=157,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/157.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,348.00,8.70,3,2,13,18,30,5,4,否,否,是,4,0,676152,676154,4261779667586324,9464710.0,9465018.0,3段连消/续转 / 金色符号/百搭转换 / 多线中奖 4线
连消/掉落,533.json,533,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=533,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/533.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,274.00,6.85,4,3,20,21,23,1,1,否,否,是,3,2,677801,677804,9841779670207731,9473910.0,9474144.0,4段连消/续转 / 金色符号/百搭转换 / 多线中奖 3线
连消/掉落,210.json,210,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=210,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/210.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,268.00,6.70,4,3,24,25,28,1,1,否,否,是,4,0,676305,676310,1591779667791322,9464658.0,9464886.0,4段连消/续转 / 金色符号/百搭转换 / 多线中奖 4线
连消/掉落,936.json,936,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=936,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/936.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,218.00,5.45,5,4,27,28,30,1,1,否,否,是,3,1,678946,678950,6231779671533701,9473182.0,9473360.0,5段连消/续转 / 金色符号/百搭转换 / 多线中奖 3线
连消/掉落,706.json,706,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=706,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/706.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,210.00,5.25,4,3,19,21,23,2,1,否,否,是,3,2,678225,678231,8071779670662778,9472358.0,9472528.0,4段连消/续转 / 金色符号/百搭转换 / 多线中奖 3线
连消/掉落,239.json,239,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=239,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/239.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,204.00,5.10,3,2,22,24,26,2,1,否,否,是,3,0,676438,676672,6941779668029319,9465798.0,9465962.0,3段连消/续转 / 金色符号/百搭转换 / 多线中奖 3线
连消/掉落,876.json,876,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=876,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/876.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,186.00,4.65,4,3,22,25,29,3,2,否,否,是,3,0,678819,678822,6591779671403552,9474168.0,9474314.0,4段连消/续转 / 金色符号/百搭转换 / 多线中奖 3线
连消/掉落,882.json,882,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=882,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/882.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,166.00,4.15,4,3,21,22,24,1,1,否,否,是,3,1,678832,678835,9821779671423400,9474230.0,9474356.0,4段连消/续转 / 金色符号/百搭转换 / 多线中奖 3线
连消/掉落,413.json,413,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=413,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/413.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,136.00,3.40,3,2,13,15,21,2,2,否,否,是,4,1,677357,677360,8241779669621695,9473456.0,9473552.0,3段连消/续转 / 金色符号/百搭转换 / 多线中奖 4线
连消/掉落,974.json,974,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=974,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/974.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,130.00,3.25,5,4,20,22,26,2,2,否,否,是,3,2,679199,679203,4151779671981881,9477640.0,9477730.0,5段连消/续转 / 金色符号/百搭转换 / 多线中奖 3线
连消/掉落,388.json,388,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=388,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/388.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,656.00,16.40,5,4,27,28,28,1,1,否,否,是,2,1,677312,677316,1571779669565525,9473420.0,9474036.0,5段连消/续转 / 金色符号/百搭转换
连消/掉落,023.json,23,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=23,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/023.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,644.00,16.10,6,5,30,34,38,4,2,否,否,是,2,1,675774,675782,8221779667097577,9461850.0,9462454.0,6段连消/续转 / 金色符号/百搭转换
连消/掉落,971.json,971,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=971,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/971.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,632.00,15.80,4,3,16,17,18,1,1,否,否,是,2,0,679193,679196,8811779671973264,9477128.0,9477720.0,4段连消/续转 / 金色符号/百搭转换
连消/掉落,069.json,69,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=69,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/069.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,526.00,13.15,4,3,20,20,20,0,0,否,否,是,1,2,675863,675867,1421779667190843,9461062.0,9461548.0,4段连消/续转 / 金色符号/百搭转换
连消/掉落,683.json,683,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=683,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/683.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,488.00,12.20,3,2,13,14,14,1,1,否,否,是,1,0,678187,678189,3511779670621112,9472184.0,9472632.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,074.json,74,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=74,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/074.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,478.00,11.95,6,5,23,23,23,0,0,否,否,是,1,0,675874,675882,1531779667201792,9461388.0,9461826.0,6段连消/续转 / 金色符号/百搭转换
