测试类型,文件,编号,推荐分,特征标签,回放链接,json绝对地址,数据目录,类型,总赢,倍率,请求数,掉落次数,补牌总数,消除位置总数,wp中奖位置总数,wild总数(可见盘面),单次最大wild数(可见盘面),是否免费旋转,免费送胡,是否金色百搭,中奖线,Scatter,起始SID,结束SID,spinId,起始余额,结束余额,为什么要测
连消/掉落,031.json,31,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=31,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/031.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,普通中奖,48.00,1.20,2,1,7,7,7,0,0,否,否,是,1,1,672508,672509,1779439156130f0145bae1b54679e257aba4404523f41,1657076.0,1657084.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,057.json,57,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=57,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/057.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,普通中奖,48.00,1.20,2,1,6,6,6,0,0,否,否,是,1,1,672581,672582,1779439267747f0145bae1b54679e257aba4404523f41,1656564.0,1656572.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,066.json,66,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=66,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/066.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,普通中奖,48.00,1.20,2,1,7,7,7,0,0,否,否,是,1,0,672597,672599,1779439302514f0145bae1b54679e257aba4404523f41,1656262.0,1656270.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,013.json,13,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=13,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/013.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,普通中奖,30.00,0.75,2,1,6,6,6,0,0,否,否,是,1,1,672461,672462,1779439089529f0145bae1b54679e257aba4404523f41,1657728.0,1657718.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,026.json,26,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=26,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/026.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,普通中奖,30.00,0.75,2,1,5,5,5,0,0,否,否,是,1,1,672495,672496,1779439137146f0145bae1b54679e257aba4404523f41,1657246.0,1657236.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,083.json,83,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=83,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/083.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,普通中奖,24.00,0.60,2,1,6,6,6,0,0,否,否,是,1,1,672665,672667,1779439385531f0145bae1b54679e257aba4404523f41,1656660.0,1656644.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,093.json,93,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=93,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/093.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,普通中奖,20.00,0.50,3,2,7,8,8,1,1,否,否,是,1,1,673015,673019,1779439938817f0145bae1b54679e257aba4404523f41,1656484.0,1656464.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,052.json,52,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=52,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/052.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,普通中奖,12.00,0.30,2,1,4,4,4,0,0,否,否,是,1,0,672570,672572,1779439248797f0145bae1b54679e257aba4404523f41,1656752.0,1656724.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,061.json,61,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=61,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/061.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,普通中奖,10.00,0.25,2,1,3,3,3,0,0,否,否,是,1,0,672586,672587,1779439283547f0145bae1b54679e257aba4404523f41,1656452.0,1656422.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,011.json,11,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=11,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/011.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,普通中奖,8.00,0.20,2,1,6,6,6,0,0,否,否,是,1,1,672456,672457,1779439080230f0145bae1b54679e257aba4404523f41,1657800.0,1657768.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,014.json,14,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=14,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/014.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,普通中奖,8.00,0.20,2,1,4,5,5,1,1,否,否,是,1,0,672465,672466,1779439095563f0145bae1b54679e257aba4404523f41,1657718.0,1657686.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,044.json,44,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=44,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/044.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,普通中奖,8.00,0.20,2,1,5,5,5,0,0,否,否,是,1,0,672547,672549,1779439212497f0145bae1b54679e257aba4404523f41,1656844.0,1656812.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,096.json,96,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=96,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/096.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,普通中奖,6.00,0.15,2,1,7,7,7,0,0,否,否,是,2,1,673030,673032,1779439957017f0145bae1b54679e257aba4404523f41,1656456.0,1656422.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,010.json,10,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=10,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/010.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,普通中奖,4.00,0.10,2,1,3,4,4,1,1,否,否,是,1,0,672454,672455,1779439074396f0145bae1b54679e257aba4404523f41,1657836.0,1657800.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,051.json,51,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=51,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/051.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,普通中奖,4.00,0.10,2,1,4,4,4,0,0,否,否,是,1,0,672566,672569,1779439242797f0145bae1b54679e257aba4404523f41,1656788.0,1656752.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,076.json,76,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=76,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/076.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,普通中奖,4.00,0.10,2,1,4,4,4,0,0,否,否,是,1,0,672626,672627,1779439337664f0145bae1b54679e257aba4404523f41,1655910.0,1655874.0,2段连消/续转 / 金色符号/百搭转换
普通空转,001.json,1,0,,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=1,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/001.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,未中奖,0.00,0.00,1,0,0,0,0,0,0,否,否,否,0,0,672442,672442,1779439039612f0145bae1b54679e257aba4404523f41,1658144.0,1658104.0,
普通空转,002.json,2,0,,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=2,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/002.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,未中奖,0.00,0.00,1,0,0,0,0,0,0,否,否,否,0,1,672443,672443,1779439042846f0145bae1b54679e257aba4404523f41,1658104.0,1658064.0,
普通空转,004.json,4,0,,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=4,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/004.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,未中奖,0.00,0.00,1,0,0,0,0,0,0,否,否,否,0,1,672448,672448,1779439054946f0145bae1b54679e257aba4404523f41,1658076.0,1658036.0,
普通空转,005.json,5,0,,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=5,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/005.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,未中奖,0.00,0.00,1,0,0,0,0,0,0,否,否,否,0,0,672449,672449,1779439058179f0145bae1b54679e257aba4404523f41,1658036.0,1657996.0,
普通空转,006.json,6,0,,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=6,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/006.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,未中奖,0.00,0.00,1,0,0,0,0,0,0,否,否,否,0,0,672450,672450,1779439061413f0145bae1b54679e257aba4404523f41,1657996.0,1657956.0,
普通空转,007.json,7,0,,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=7,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/007.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,未中奖,0.00,0.00,1,0,0,0,0,0,0,否,否,否,0,1,672451,672451,1779439064680f0145bae1b54679e257aba4404523f41,1657956.0,1657916.0,
普通空转,008.json,8,0,,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=8,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/008.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,未中奖,0.00,0.00,1,0,0,0,0,0,0,否,否,否,0,0,672452,672452,1779439067929f0145bae1b54679e257aba4404523f41,1657916.0,1657876.0,
普通空转,009.json,9,0,,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=9,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/009.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,未中奖,0.00,0.00,1,0,0,0,0,0,0,否,否,否,0,1,672453,672453,1779439071180f0145bae1b54679e257aba4404523f41,1657876.0,1657836.0,
普通空转,012.json,12,0,,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=12,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/012.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,未中奖,0.00,0.00,1,0,0,0,0,0,0,否,否,否,0,0,672459,672459,1779439086263f0145bae1b54679e257aba4404523f41,1657768.0,1657728.0,
普通空转,015.json,15,0,,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=15,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/015.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,未中奖,0.00,0.00,1,0,0,0,0,0,0,否,否,否,0,1,672467,672467,1779439101513f0145bae1b54679e257aba4404523f41,1657686.0,1657646.0,
普通空转,016.json,16,0,,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=16,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/016.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,未中奖,0.00,0.00,1,0,0,0,0,0,0,否,否,否,0,1,672468,672468,1779439104762f0145bae1b54679e257aba4404523f41,1657646.0,1657606.0,
普通空转,017.json,17,0,,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=17,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/017.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,未中奖,0.00,0.00,1,0,0,0,0,0,0,否,否,否,0,0,672470,672470,1779439108013f0145bae1b54679e257aba4404523f41,1657606.0,1657566.0,
普通空转,018.json,18,0,,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=18,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/018.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,未中奖,0.00,0.00,1,0,0,0,0,0,0,否,否,否,0,0,672473,672473,1779439111247f0145bae1b54679e257aba4404523f41,1657566.0,1657526.0,
普通空转,019.json,19,0,,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526&debugStart=19,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526/019.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0526,未中奖,0.00,0.00,1,0,0,0,0,0,0,否,否,否,0,1,672476,672476,1779439114480f0145bae1b54679e257aba4404523f41,1657526.0,1657486.0,
