测试类型,文件,编号,推荐分,特征标签,回放链接,json绝对地址,数据目录,类型,总赢,倍率,请求数,掉落次数,补牌总数,消除位置总数,wp中奖位置总数,wild总数(可见盘面),单次最大wild数(可见盘面),是否免费旋转,免费送胡,是否金色百搭,中奖线,Scatter,起始SID,结束SID,spinId,起始余额,结束余额,为什么要测
免费送胡,380.json,380,125,免费旋转 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=380,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/380.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,272.00,6.80,18,17,28,38,38,10,4,是,是,是,2,3,684708,684741,7391779683567474,9476902.0,9477134.0,18段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换
免费送胡,536.json,536,125,免费旋转 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=536,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/536.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,146.00,3.65,16,15,22,26,26,4,3,是,是,是,1,3,687740,689490,6651779684222552,9476016.0,9476122.0,16段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换
免费送胡,498.json,498,125,免费旋转 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=498,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/498.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,88.00,2.20,16,15,14,21,21,7,2,是,是,是,1,3,686800,687180,2421779684070037,9477194.0,9477242.0,16段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换
免费送胡,662.json,662,125,免费旋转 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=662,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/662.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,16.00,0.40,18,17,34,44,46,10,3,是,是,是,2,3,691954,692332,7951779684955307,9479260.0,9480016.0,18段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换
免费送胡,439.json,439,125,免费旋转 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=439,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/439.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,4.00,0.10,20,19,37,48,50,11,3,是,是,是,2,3,684952,685393,7681779683771555,9476014.0,9476590.0,20段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换
连消/掉落,983.json,983,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=983,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/983.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,668.00,16.70,3,2,28,30,36,2,2,否,否,是,4,2,696637,696642,8391779686110233,9477818.0,9478446.0,3段连消/续转 / 金色符号/百搭转换 / 多线中奖 4线
连消/掉落,833.json,833,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=833,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/833.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,554.00,13.85,4,3,29,31,35,2,2,否,否,是,3,0,695189,695222,8091779685469770,9476856.0,9477370.0,4段连消/续转 / 金色符号/百搭转换 / 多线中奖 3线
连消/掉落,978.json,978,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=978,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/978.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,382.00,9.55,3,2,14,16,20,2,2,否,否,是,3,1,696624,696627,3941779686100567,9477636.0,9477978.0,3段连消/续转 / 金色符号/百搭转换 / 多线中奖 3线
连消/掉落,636.json,636,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=636,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/636.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,290.00,7.25,3,2,11,14,20,3,2,否,否,是,4,0,691655,691671,6681779684909874,9479848.0,9480098.0,3段连消/续转 / 金色符号/百搭转换 / 多线中奖 4线
连消/掉落,840.json,840,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=840,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/840.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,246.00,6.15,4,3,20,21,23,1,1,否,否,是,3,1,695330,695365,8671779685490820,9477160.0,9477366.0,4段连消/续转 / 金色符号/百搭转换 / 多线中奖 3线
连消/掉落,890.json,890,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=890,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/890.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,182.00,4.55,3,2,18,19,19,1,1,否,否,是,3,2,695907,695925,4391779685575420,9476002.0,9476144.0,3段连消/续转 / 金色符号/百搭转换 / 多线中奖 3线
连消/掉落,893.json,893,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=893,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/893.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,178.00,4.45,3,2,18,19,21,1,1,否,否,是,3,0,695984,696001,8341779685586953,9476084.0,9476222.0,3段连消/续转 / 金色符号/百搭转换 / 多线中奖 3线
连消/掉落,416.json,416,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=416,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/416.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,172.00,4.30,4,3,19,22,27,3,2,否,否,是,3,2,684815,684819,1841779683717823,9476308.0,9476440.0,4段连消/续转 / 金色符号/百搭转换 / 多线中奖 3线
连消/掉落,613.json,613,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=613,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/613.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,146.00,3.65,4,3,22,24,27,2,1,否,否,是,3,1,690668,690696,4991779684749793,9476166.0,9476272.0,4段连消/续转 / 金色符号/百搭转换 / 多线中奖 3线
连消/掉落,081.json,81,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=81,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/081.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,106.00,2.65,3,2,17,18,20,1,1,否,否,是,3,2,684087,684090,4091779682721676,9484008.0,9484074.0,3段连消/续转 / 金色符号/百搭转换 / 多线中奖 3线
连消/掉落,804.json,804,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=804,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/804.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,104.00,2.60,4,3,16,17,19,1,1,否,否,是,3,1,694800,694837,4091779685412504,9477740.0,9477804.0,4段连消/续转 / 金色符号/百搭转换 / 多线中奖 3线
连消/掉落,073.json,73,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=73,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/073.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,104.00,2.60,3,2,15,17,21,2,2,否,否,是,3,0,684064,684067,3061779682696443,9483876.0,9483940.0,3段连消/续转 / 金色符号/百搭转换 / 多线中奖 3线
连消/掉落,144.json,144,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=144,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/144.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,96.00,2.40,4,3,17,18,20,1,1,否,否,是,3,1,684205,684209,8621779682844425,9482602.0,9482658.0,4段连消/续转 / 金色符号/百搭转换 / 多线中奖 3线
连消/掉落,813.json,813,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=813,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/813.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,64.00,1.60,4,3,16,17,19,1,1,否,否,是,3,1,694910,694945,1421779685428854,9477484.0,9477508.0,4段连消/续转 / 金色符号/百搭转换 / 多线中奖 3线
连消/掉落,529.json,529,90,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=529,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/529.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,36.00,0.90,3,2,15,15,15,0,0,否,否,是,3,2,687613,687635,3761779684202803,9476124.0,9476120.0,3段连消/续转 / 金色符号/百搭转换 / 多线中奖 3线
连消/掉落,012.json,12,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=12,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/012.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,676.00,16.90,4,3,22,24,25,2,1,否,否,是,2,1,683919,683923,9141779682551910,9484390.0,9485026.0,4段连消/续转 / 金色符号/百搭转换
连消/掉落,140.json,140,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=140,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/140.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,612.00,15.30,5,4,37,39,39,2,2,否,否,是,2,1,684195,684201,4921779682833143,9482150.0,9482722.0,5段连消/续转 / 金色符号/百搭转换
连消/掉落,548.json,548,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=548,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/548.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,392.00,9.80,7,6,27,28,28,1,1,否,否,是,1,1,689677,689735,3521779684588475,9475816.0,9476168.0,7段连消/续转 / 金色符号/百搭转换
连消/掉落,580.json,580,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=580,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/580.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,372.00,9.30,3,2,13,14,15,1,1,否,否,是,2,1,690269,690291,9971779684685959,9476618.0,9476950.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,865.json,865,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=865,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/865.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,360.00,9.00,3,2,17,18,19,1,1,否,否,是,2,0,695592,695610,3951779685529119,9476464.0,9476784.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,208.json,208,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=208,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/208.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,306.00,7.65,3,2,8,9,9,1,1,否,否,是,1,0,684311,684314,7121779682961158,9480594.0,9480860.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,079.json,79,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=79,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/079.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,276.00,6.90,3,2,16,17,18,1,1,否,否,是,2,0,684081,684084,9641779682715543,9483812.0,9484048.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,408.json,408,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=408,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/408.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,276.00,6.90,3,2,15,17,17,2,1,否,否,是,1,0,684801,684804,8561779683700840,9476340.0,9476576.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,310.json,310,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523&debugStart=310,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523/310.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0523,普通中奖,264.00,6.60,4,3,18,19,19,1,1,否,否,是,1,0,684501,684506,1661779683135124,9477784.0,9478008.0,4段连消/续转 / 金色符号/百搭转换
